mz_time	JDC_20160102_LU.CT22_001	JDC_20160102_LU.CT23_001	JDC_20160102_LU.CT24_001	JDC_20160102_LU.CT48_001	JDC_20160102_LU.CT50_001	JDC_20160102_LU.CTH26_001	JDC_20160102_LU.CTH28_001	JDC_20160102_LU.CTH46_001	JDC_20160102_LU.CTH47_001	JDC_20160102_LU.CTH49_001
621.3011606_154.3395	1660469.669	1653853.55	2076986.025	2157882.633	3006379.425	1052322.414	1553404.89	1788021.862	693540.2527	2606616.358
622.3047608_153.8045	329342.3763	348634.1369	527963.6025	638957.0682	1176803.991	329218.92	323168.1323	343759.5702	65925.72261	603066.0663
623.5014911_127.022	11223308.3	8951764.22	8009471.34	34861597.57	11769468.72	7963708.641	13434797.31	22703768.48	1865429.606	28298488.11
624.2938758_265.2465	710966.4627	719509.5585	532946.9658	1517987.332	1153286.164	999500.671	1741284.643	1622261.764	1289061.571	2390217.413
624.5048583_126.938	4632234.643	7765793.563	3371398.308	13093027.75	4911846.796	3691322.216	7342245.737	10133818.7	568778.6578	12916171.34
625.5179517_134.414	6159133.044	4774414.091	2457192.308	9926395.833	5635539.953	2627219.402	6722457.122	6952455.243	1141652.319	10250939.81
626.0786629_171.002	9856290.731	20234763.38	37060542.51	22729510.42	21314765.24	48496847.35	6961575.776	6777310.479	21852707.02	13905411.34
626.52072_128.064	2758850.114	3069245.476	828423.4669	4809343.765	2566266.871	1099518.309	1974476.796	3095563.211	170396.7933	4740123.443
626.6907075_231.6935	11138.84554	216402.0919	19551442.81	645556.7395	643283.1281	1513344.186	5798.268327	12147.72537	773916.2748	388425.0306
627.062805_123.385	1243647.915	7073662.133	82959.60986	6865056.327	5790030.423	7002473.641	3565875.145	11112412.59	20567741.84	7691508.174
627.0813233_171.003	2089029.156	2563798.827	4867965.81	2890832.486	3291361.55	6279047.559	824881.6068	837274.1344	2704443.268	1727323.912
627.5329756_136.889	8604078.153	10563576.6	4174494.283	15984063.04	12841414.3	5332571.559	16543500.65	14656401.87	5178843.565	18561828.86
627.5329833_36.8996	158237.0333	218026.5151	238406.5581	1545101.739	258047.4406	210984.5898	692008.8169	1713137.123	124357.6779	3233680.47
628.0659235_123.326	79446.67281	1181559.161	0	1160412.485	912608.8879	1052354.818	571967.7928	2358572.827	5244590.846	1122187.308
628.0736843_171.121	3008112.125	4020691.598	7475368.312	4621615.342	5234051.741	9971898.627	1297996.441	1373841.875	4360198.29	2786907.792
628.5363091_136.995	3926948.251	5542962.342	1885783.237	6303410.425	5784173.385	2473633.15	7141167.136	4517116.986	2250880.115	8404569.614
629.0596228_123.3685	204283.1355	1969193.687	36746.04762	1437107.138	1396896.031	1603718.638	1164917.83	3468623.546	7159622.192	2030628.301
629.5391162_136.811	652407.7283	1004580.776	240143.653	1290261.38	1124688.571	424134.4524	1406461.945	869975.893	219708.2691	1543218.588
634.5386194_36.3633	868062.1763	1028274.048	1485721.317	5240809.163	1959005.796	1385966.383	985045.9384	3800521.94	1537868.895	4438043.281
634.8740313_221.766	25796.49319	128104.5255	2316223.058	53897.9248	161325.506	7066223.186	26065.63321	855413.1778	1585179.328	69909.07939
636.5545217_37.29135	461114.7984	1460299.154	1733134.618	3361256.079	1541305.75	1078541.224	524012.4703	2118457.501	1127791.543	3002829.268
637.0694738_170.689	156870.9252	2492151.785	0	2848070.337	3309644.569	1577933.259	560313.4765	583664.4071	2630884.01	1301417.254
637.5705681_170.782	27726.95919	774199.9201	15660.92549	847851.2216	1098107.804	448312.2394	104672.1102	88073.42883	951300.7667	378770.2662
638.067812_170.783	24456.23646	1195050.293	19432.15649	1229179.665	1517938.107	619347.34	223090.1226	250829.7322	1159770.145	620836.4746
638.3451981_132.537	8367260.935	15546243.52	0	11807560.62	8172715.941	0	10945273.59	897255.6685	529686.4052	6883385.428
641.5110917_36.1106	187381	421857.0716	569829.314	2107215.971	744237.3159	538219.875	324005.8511	1739071.595	406806.3367	2350151.55
643.2832912_154.6225	10646.78536	77895.64236	1701841.545	318355.0258	1889060.674	914141.7766	8635.46637	3848600.159	1698940.253	33575.46835
644.2867311_154.5335	0	8915.460192	435275.1776	37446.27466	1162564.008	197349.419	0	1161332.473	480654.9714	23644.74437
647.4567877_36.3224	2533423.554	1319663.388	3859167.84	6387884.54	6115030.252	3134697.104	2221417.325	8964527.779	6907509.795	8641434.025
648.0605035_171.121	235253.5513	10313777.21	430687.3937	19632954.94	19408370.63	4695304.368	3768300.237	8776938.859	26803045.77	7850358.979
648.4602153_36.2843	955925.6867	632850.4921	1657073.235	3399975.906	3103435.094	1327315.819	1136550.476	3994242.295	2908064.387	3896537.839
648.5615456_170.7045	0	1295227.398	0	1843176.057	1768534.22	0	178196.6761	506435.7221	2049714.857	777066.0388
649.0603765_170.813	20875.9504	2859607.14	0	4248154.953	4286233.132	591922.3118	693189.3259	1628320.956	4955560.61	2093949.52
650.0556511_170.7975	0	2833317.42	0	4262529.74	4452785.949	760362.278	741955.3726	1963374.988	4541733.824	2199273.814
650.4369341_244.234	540976.6258	525307.9927	398228.1852	383301.6649	244704.2698	346572.686	322130.493	489421.1617	259375.9731	442729.1995
650.847949_222.005	12960.09837	374310.9386	3200039.744	324079.0026	541972.3317	2944657.831	41718.41644	1334248.099	2548953.93	161597.2953
653.0381264_171.002	1930536.891	1151866.696	338827.1584	1684803.783	1545731.851	1399123.936	538166.5512	425316.4876	1379622.114	972869.1664
654.0366616_170.8065	726716.1593	506141.2722	0	793401.2747	731347.6305	572811.0123	240043.9479	137795.5035	592279.6608	550040.2229
658.5384639_35.80295	722740.0172	380774.0931	918396.3106	4971548.03	1902972.991	1478557.326	860140.2379	4344040.393	1196061.87	5225904.526
659.0515446_170.977	0	793701.5925	0	1398774.886	1502047.028	0	187696.9681	684884.5794	1901860.37	639137.605
659.2765531_269.626	348421.9917	786419.4975	763506.4239	1935604.35	1104772.978	1023863.381	149743.0147	355377.6516	381339.9561	291953.7075
659.5417776_35.51535	163164.3444	245541.8656	346675.6163	2640568.273	648069.1148	550621.6632	246583.7522	1588592.256	385998.2396	2202792.742
662.5699704_38.3248	3416009.242	1981062.116	4242040.283	11326996.36	3855438.073	4201347.691	4335888.311	7542319.262	1660614.116	15848433.77
663.451632_34.5977	5561495.618	4881832.711	5695300.896	20390139.66	14262164.68	6491276.605	3263918.259	9716477.152	25263406.9	13004825.72
664.4550092_34.4385	3086983.556	1802766.921	1990179.627	9787195.766	6281372.372	2855663.094	2267017.24	4754318.485	11573561.75	5881279.907
665.4581212_34.4357	612694.7208	500699.2497	528461.0898	2818663.846	2207360.298	656110.0452	515419.6734	1933579.414	2643300.566	2095502.789
666.8219022_221.795	13741.91011	418667.5655	2513336.082	460370.884	569674.34	1177566.004	70871.37994	1058667.928	1811202.278	328261.0331
667.5253407_37.03185	863235.7223	411636.5948	1244957.533	6190849.973	2089090.367	1301532.786	1013606.927	4246095.077	730593.3687	5262626.739
670.0423619_171.613	0	1827431.476	554859.36	3682275.543	3327690.353	11057.11555	499448.9675	2463112.53	4902352.627	1967888.651
670.7218179_342.675	20428.54663	2403883.968	6871245.728	4800456.606	2763043.689	1594495.836	12895.86591	336385.7039	256466.4171	228040.5106
671.2233724_342.679	9755.028983	1078967.094	3289479.516	2287322.471	1607689.226	801684.5557	0	139763.9211	126843.2666	47841.5696
673.3385213_231.1045	125530.335	301413.0935	234739.7933	440807.9673	505562.601	337135.479	84309.84145	312060.2001	936747.5624	523685.1786
674.5098581_167.027	1718235.168	1090160.444	1099443.126	1771455.545	901919.5503	511302.9254	708033.332	926842.7464	311172.7986	1174617.014
675.5412112_252.198	245511.1848	296852.3431	107357.0667	221154.0565	195816.7264	222088.7856	571243.287	413181.66	313048.9505	487676.8228
678.5047011_230.68	2197687.893	3150591.686	757445.0282	3790473.723	2700318.692	1173738.058	2028200.887	1683807.893	395092.5829	2576295.185
679.5082264_230.589	1025138.448	1449704.895	217112.9931	1777508.847	1003928.263	322200.2862	794929.6746	626929.8858	111238.0172	915171.4948
679.9977078_171.733	842478.8783	988633.5381	89412.77575	1488287.546	1666316.595	350168.1618	754818.0507	967388.439	1536974.457	1361751.534
680.4781154_34.4659	1475765.539	631472.3113	1448791.498	4055590.763	3398699.91	1345245.892	1040271.31	2975198.474	6283719.284	3368647.529
681.4814069_34.7794	621818.4346	419599.2601	603583.5892	3039580.558	2360692.263	593318.7876	478772.8414	2205621.766	2708575.622	2068025.9
682.5383117_34.8052	66957.56416	98710.60826	204687.8253	1020472.146	328061.6545	219799.5117	86199.97565	829520.6197	704946.1322	1114079.735
684.5541017_35.496	120628.1315	182348.1731	397824.3006	2279383.027	659070.5037	570421.2983	321265.3168	2011357.585	750629.2468	2375880.134
685.4334044_34.21835	357590.6972	293594.7274	363992.2399	2386339.857	2164992.38	454120.7444	124829.4641	1691771.817	2545392.738	1433993.894
687.2448044_208.161	81117.04062	447260.1982	777737.9113	179758.9157	304641.7051	1452327.864	111194.5187	909442.3023	1967848.532	611270.8263
688.4890031_168.451	565813.1882	618351.3902	0	1034552.262	421394.2174	160625.5999	515461.6324	523629.1991	74244.11033	775546.3811
689.5569869_251.016	927509.3143	713310.4171	457054.9541	796011.4103	494839.8636	621204.7587	1255506.223	808230.6695	994676.6103	1314435.051
690.5048543_169.036	3833795.857	2682664.329	2339256.922	4965294.92	2332011.656	1620349.078	2416251.048	2889459.738	982946.2409	3761002.749
691.5081897_168.792	1466914.48	1263367.898	821079.5439	2039010.885	1091160.589	538592.4303	901842.332	1164697.135	388828.3385	1492695.057
692.5203553_229.3615	899149.4922	939051.2596	191807.5664	1268333.055	707402.1977	805280.2485	877001.8606	774984.7344	88890.54314	1311607.624
694.6777922_231.452	6565.255606	142040.7107	3558501.217	377310.6272	438213.1943	1528703.056	0	67665.30638	694370.23	303609.4125
695.1311045_279.868	167642.3381	959405.0418	6015708.602	867436.0433	1754698.756	6861902.416	53010.89934	656996.3884	2008299.786	65452.38143
696.4940448_165.1135	361357.7364	431638.8645	0	965314.6313	391153.0082	156402.4424	461809.4814	395684.7602	127919.9265	543774.0508
699.5765651_170.763	108852.4995	1823492.942	21056.64297	2120096.062	3211592.225	1569647.41	523533.0195	405081.1241	2437699.729	1179946.389
700.0776418_170.735	49237.14722	883006.1007	0	874969.5651	1055924.777	500135.232	112638.1066	112553.9204	876009.174	498529.074
700.5253895_166.628	4500133.143	3780028.703	3437377.556	5720957.993	2829744.303	2130877.212	4117028.345	4066543.392	1924377.173	5700026.223
700.574988_170.783	68374.28254	1174627.713	16450.67472	1444536.381	1787741.044	898712.2715	257105.0037	174390.5317	1221339.078	688302.1031
701.528724_166.7085	1874163.904	1576474.423	1356520.568	2387601.229	1179614.252	833377.7803	1604384.947	1721120.94	788222.7956	2966379.606
701.5569443_250.38	6417561.657	5319393.187	6077855.071	11221466.29	6213124.971	13670803.57	20127197.99	19487852.84	11706340.86	26895704.14
702.5049731_227.13	441623.6445	452627.0989	269582.2735	959065.9828	456070.8369	611163.1241	765793.5679	584216.2797	22841.91894	860215.2392
702.5414664_166.4045	5693020.024	4442726.729	5148191.055	6699473.326	4005159.132	2991436.118	4294241.462	4789849.902	2446244.296	6220291.31
702.5603563_250.366	2719047.426	2770987.11	3009252.557	5638330.942	3050426.684	3213647.985	8479961.35	9553336.454	4717644.314	11562908.28
703.5446003_166.358	4133969.878	2301721.453	2096234.598	3017728.306	1722557.176	1193625.215	1732002.423	2066082.953	1132659.74	2134954.324
703.572879_249.9655	29878701.22	29258476.72	15143928.72	25956947.19	17849498.44	26431249.45	34930696.48	29308169.15	35472674.59	39931258.72
704.5202938_227.236	17357593.31	20646428.98	11046076.14	37661487.23	18403071.52	22873229.83	20630235.88	18412390.41	4048249.369	39056031.79
704.5760799_249.895	9888657.837	8129240.301	3750799.086	9197776.149	7820435.791	11432867.45	18080743.35	12824290.71	15370289.91	17485680.05
705.1827396_239.077	6037.255505	214714.0906	1391399.695	207323.4586	110811.3897	2710918.104	98332.75244	1611314.123	665214.9495	716685.871
705.5237189_227.258	7132453.396	8665017.648	5703237.361	15705551.73	7733898.837	11122643.51	8580402.792	9107400.719	1580930.316	16406339.94
705.5782762_249.895	3013046.382	2573450.934	1497631.56	2101847.379	1768359.821	2233436.469	3684040.574	2453912.027	3015029.296	3464305.819
705.5886696_246.3175	1360494.406	857540.1701	603140.8274	573795.0645	491430.779	1200522.267	1615585.867	1181263.963	697082.7046	1279528.818
706.5360465_228.074	75791439.74	86902408.74	32876797.34	107625960	76628759.21	66018407.25	35662826.05	48354219.63	20816228.34	87981194.21
706.5914643_246.8635	681055.3784	413462.7065	165163.2402	194233.1772	154083.3757	508456.1696	744874.9435	547508.5391	226536.4295	618218.0875
707.5393733_228.061	31305589.04	29836275.29	17078037.69	44971367.41	32299982.04	23918888.24	23742649.63	19791480.46	7371478.662	36903064.69
708.5093187_34.3276	1418064.938	621169.717	784503.0122	5444032.884	3236458.828	1094304.329	977575.3974	5952156.123	4311533.033	2881843.249
708.5424078_228.036	7326803.13	8569161.366	3908223.471	10654904.78	7458280.523	4132380.435	4466041.411	4594877.703	2032583.127	8742937.96
709.5125768_33.91395	493898.5055	312254.7503	420690.0866	2404790.177	1390506.907	430616.1368	526497.2183	3447506.733	1901450.523	1193371.551
709.5451611_228.096	1143404.595	1421033.725	544406.4309	1676483.249	1204550.882	1004741.585	870176.8912	899743.5968	201989.3783	1403278.241
709.7892052_412.55	12840.82963	283381.3627	7953807.846	220594.5373	19348.30759	8103942.74	9113.291401	2401772.921	6627322.943	18623.96329
709.9324085_412.6475	17297.14563	325416.5308	17256202.95	341712.998	71595.52054	10810631.37	18876.84692	3190211.86	8646734.236	33256.54225
710.0756042_412.904	24752.29647	301782.6987	17394311.07	321100.0945	52800.228	7940926.736	15668.69233	3363752.984	8646159.222	22975.82766
710.2187903_412.834	13252.92892	192044.3359	10792637.3	172917.1144	40578.94877	7608065.762	7335.157597	2268631.428	6336487.893	18721.44488
710.5675788_170.781	0	3036750.069	0	3454851.905	4325686.615	0	652830.7472	1193272.91	4995983.196	2010241.141
711.0684944_170.654	0	1087207.845	0	1614655.317	1638507.95	0	182584.6064	463889.4184	1840414.591	685284.3303
711.5659961_170.757	15968.38806	1664526.038	0	2475972.967	2331297.183	0	219846.1763	639900.3811	2791615.077	1057078.415
714.5046732_168.013	1590947.159	2429076.46	1417980.969	3347560.875	1214489.71	1164770.567	2286778.535	2267486.844	640748.1369	3316923.774
715.5079384_167.866	586452.5269	978501.6884	533298.8012	1320053.905	567457.359	406041.5884	885807.8396	981740.1953	842353.0448	1328256.306
715.5451404_170.792	1755385.405	1015290.064	236611.2538	1334840.505	1445306.513	1201955.267	1205254.307	948353.18	1175822.495	836436.0025
716.4605382_230.913	460115.696	842856.1059	1100234.93	1787486.35	997297.0976	672623.0966	413130.5928	445549.4831	194578.3179	899299.636
716.5203384_168.335	14889361.66	8890016.193	10428005.67	16758999.57	11777886.68	10780491.93	12163237.43	18048458.97	7643409.705	19244948.76
716.556634_222.159	4725284.756	5070470.037	4135988.785	8784183.942	3685975.175	4459448.164	4274308.322	4759620.604	729869.0529	8200857.15
717.463912_230.901	123028.3568	277309.6397	314751.273	613116.5899	276387.874	90802.81338	107318.3937	128642.9276	27697.83002	272069.5653
717.5236209_168.288	6385912.963	6396729.661	4271178.397	8988532.017	5173735.666	4525432.602	6850364.1	7738437.122	3261934.448	10414158.59
717.5599234_222.0295	1885562.521	2133128.262	1631640.957	3342653.696	1319201.275	1608549.606	2085618.522	1518244.511	253004.8376	3097150.197
718.5360531_226.061	6847902.326	7231939.299	5346108.95	13650420.25	6322841.964	15044876.05	9613661.544	9173268.383	1650268.461	19605993.22
718.5369459_168.0895	8671195.889	5946024.358	4153660.324	7019104.331	5028744.143	4058199.186	6736267.454	8069517.482	4847857.294	8673515.547
718.5722564_225.824	10107215.53	12044304.9	6509183.204	13175655.62	7501497.065	7846057.298	10400237.07	10155167.44	4187202.787	20003544.54
718.8350359_222.069	14427.40189	144045.0061	2107792.031	154368.1871	271633.0197	2469597.605	20320.69194	941369.7755	1776493.763	50778.30485
719.5395924_226.1245	2808955.462	3001701.385	2228708.086	5896332.602	2774547.817	4859220.471	4125026.237	4529360.842	511299.3337	8283206.755
719.5398119_167.857	3675731.45	2728379.177	1536092.917	2882174.543	2104603.976	1576108.08	2908237.894	3562065.46	1925504.047	3817197.54
719.5754021_225.6125	5320042.983	5339931.029	2779700.816	5665579.336	3138163.224	3246599.476	5448571.196	4386733.541	1426583.117	8853669.101
720.4938405_164.3925	975750.6706	689981.1127	549582.3305	1854488.354	626370.796	578779.9985	1127398.392	809973.8491	317248.6796	1393437.385
720.5426231_167.801	754484.0865	486900.4725	267572.1208	550044.6609	441950.9559	374555.0314	555110.6655	675984.07	397152.8957	751318.0944
720.5519659_227.089	11327779	9480765.531	5013714.425	11575353.17	7517514.604	13276788.87	10029479.92	10842959.74	4236585.739	15639412.88
720.5886193_227.8905	1857001.234	1705298.87	3172734.009	690745.7178	616299.7895	2966430.507	1458043.642	7471393.416	1077494.745	6691737.143
721.4991447_129.759	4858194.568	4926178.073	1076632.288	8017931.309	5032364.548	1383102.959	2459745.615	3396606.681	264838.4332	5317930.823
721.555209_227.118	4025518.274	4212977.053	2245406.52	5371090.987	3370060.908	5666080.034	3574465.138	4716721.042	1826097.251	6840105.766
722.5096296_164.3965	8340095.552	7516201.402	10478490.31	16415146.89	5021989.193	5282216.414	8981236.898	7113726.253	3054110.455	11085898.81
722.5024556_129.6585	1746670.222	2244901.262	296004.3892	3006773.216	2422613.767	542430.6373	735568.2154	1229418.459	470838.9787	2039683.361
722.5576983_227.2325	1025713.213	816234.3753	269277.5612	867676.4874	599171.6153	1300176.281	908820.9557	962751.5938	233236.0703	1438568.367
723.5129734_164.402	3023146.546	3994286.82	4719619.739	7266372.885	3627528.46	2277997.446	4067164.7	3287118.431	1346194.278	5102532.876
723.5387798_250.312	70864.92974	134528.0485	33332.87765	349751.0649	147240.4395	343714.4364	844753.3071	888343.1772	323911.3096	1019549.66
724.5252703_164.315	38721980.54	49220310.05	73325406.65	111878712.6	32809605.25	45645889.79	86051581.55	79281249.12	31484906.19	125198595.6
725.4259206_273.147	137060.3292	543028.4351	2030589.439	2708032.138	2107469.761	710212.3664	229031.5338	503118.2315	571185.8869	1548369.906
725.5286905_164.2745	22851218.45	22251362.23	33159921.38	41777307.85	10323297.61	20467351.93	39091864.65	29184688.29	17969380.92	33817298.72
725.5545055_249.672	1144025.672	928972.6672	265360.8034	944341.359	790699.6639	816045.0275	1555749.73	1133922.552	1533615.067	1574470.583
726.5022793_226.9285	2186641.064	3013468.054	5242683.851	5187603.874	2752458.232	9072932.707	3809982.764	4539230.081	1095702.494	5217271.967
726.5311608_163.34	5284145.525	5195675.059	4989427.083	7438190.022	3658118.726	3262185.031	6163596.512	5337643.383	2892444.92	8327727.16
726.5415289_166.255	5119668.674	3533266.443	5929149.832	7272393.614	3004316.913	3290922.617	4403143.841	5060826.689	1812736.113	7813955.088
727.5056304_227.1915	774664.5706	1115141.121	2077067.477	1846350.307	943113.3884	3587495.703	1355111.762	1682303.023	327837.1136	1766346.505
727.5454077_165.812	2779774.069	2039233.364	2639666.848	4113429.038	1704839.807	1484626.843	2488393.12	2832799.519	1042105.458	4347128.502
728.5183688_227.176	11792410.46	15102131.31	17216443.85	18172145.47	13033334.67	27150353.42	12779723.02	15195027.92	5747452.439	17276398.77
728.557179_165.4575	4922275.398	4427146.208	4278769.206	6858374.279	2861277.228	2837416.044	4498470.407	5352413.611	1950811.646	8079408.272
729.5217521_227.169	5122443.135	6356790.992	7217388.46	7573555.254	5634831.248	11924315.76	4519004.894	6335874.222	2242139.037	7440667.683
729.5601084_165.4385	2797596.554	1609183.933	2002515.371	3118091.44	1306788.001	1289606.957	2030215.787	2436955.422	949434.9523	3724837.762
729.5882463_247.28	1731928.055	1950097.158	1404926.601	2039122.821	1195010.352	2293464.221	2279337.121	2839955.422	1308392.601	2964178.537
730.5358718_224.878	27645352.56	46195361.76	37241848.58	87519666.6	43100780.47	81107589.91	68838106.34	77522922.46	12396863.76	140617756.1
730.5727607_166.71	1626815.744	644699.3788	300360.8943	771434.5416	418777.2909	325989.2833	548190.1001	541883.0891	255499.555	955306.0508
730.5913754_247.4065	678510.7884	862838.4433	534085.3381	842865.4694	377470.1048	993489.3989	950670.1122	1249417.173	408101.746	1219318.76
731.5392629_224.952	15474468.11	17057225.27	13486980.99	38584895.58	19072889.94	43616679.15	29569167.5	29021041.47	5568051.974	61848107
731.6040108_247	2064653.711	1200378.275	650348.2996	708856.2865	580668.7611	716044.9469	978434.6695	781266.9458	558368.5598	742777.8575
732.5513886_225.016	591727635.2	730137751.4	536730348.8	1358570475	740534554.5	1140404371	737585095.3	965434957.7	162557732.7	1527845675
732.5513303_258.0555	4001305.532	9944038.467	4479428.555	15553478.4	12439721.34	16242475.12	19877779.87	5751548.947	2655179.715	52608017.8
732.606794_246.952	894817.103	555141.8494	1119097.864	7923832.709	4051573.411	317813.2486	295401.4799	5239626.576	1032945.251	9884131.566
733.5547633_225.0165	262592423.1	324340209.6	198355763.8	605029977.9	330170239.9	506296779.7	328545498.6	428756514.4	71861475.91	680119234.1
734.5096986_163.709	676504.9009	651995.8158	99356.66243	1858755.626	577636.6592	655701.1615	1156739.94	1005141.224	334299.6839	1697873.295
734.5666771_225.12	242292143.6	128532637.2	95463755.42	88046443.55	107878841.6	169272045.9	111035509.1	140372184.5	95378917.48	58656469.63
735.571159_226.267	109781976.8	87185976.15	47044891.36	86917054.18	73746091.23	84952548.79	73934529.41	71305620.7	43579919.3	93256160.63
736.4886975_166.111	523606.9121	689362.3519	236798.9325	1434656.882	704436.2763	394838.0039	580025.9861	656818.0957	270513.0605	825556.1786
736.525252_164.105	640818.192	609842.4504	720943.1248	1562026.18	484892.173	439432.5319	940333.8628	776378.0925	280619.0899	1572973.339
736.5740481_226.267	17958159.4	21815977.52	11908585.34	21859243.7	18106362.58	21329023.33	18383049.63	17826973.67	10677715.66	23848494.29
737.5768809_226.216	4749013.201	3831681.067	2011946.91	3951549.625	3206335.849	3743158.315	3199228.212	3241746.765	1733431.568	4192461.545
738.5043299_166.31	5787824.873	8446468.894	8376165.674	18481069.61	9219801.273	5372388.809	7187647.749	7529018.834	3111739.717	11130201
738.525596_129.532	1500015.745	1066922.839	773349.8843	1297623.342	1128818.988	1962625.204	602252.8168	575603.979	19085.78404	834556.6812
738.5410218_163.447	2009488.703	1635081.359	2018560.324	3260571.126	1183210.745	3118769.284	2845979.552	2203474.134	1119502.978	4039274.806
738.5392216_221.785	533631.3011	787987.7387	1140434.009	1683190.356	647433.1029	926199.5451	778963.2909	816719.1789	222644.5073	1059054.882
739.5076448_166.159	3074551.967	3735683.797	3588052.469	6456991.117	4172249.941	2416998.52	3110420.074	3339250.526	1373659.76	4709398.966
739.5126829_250.1105	746664.9695	1199925.665	1356752.003	2154798.664	1000055.74	2122994.627	2737943.503	2926320.34	1902402.155	4312118.539
739.5444832_163.404	874929.5507	645728.4188	760482.9684	1196707.662	2118652.008	535152.3599	1141169.306	835427.0999	457140.2693	1790583.474
740.5160821_249.953	219041.7597	433708.0219	407373.2944	610698.7792	286685.5936	855369.5769	1263941.003	1345239.461	657480.9831	1840814.167
740.5201529_166.281	14324028.28	20211790.33	27849773.31	41076962.53	26628576.54	25767153.05	38948333.03	43367353.42	17754970.52	53170340.07
740.5175726_225.858	621130.7177	899460.9839	2232101.665	1777528.193	853154.3447	4820796.654	1017662.651	2032312.258	360707.6801	2274984.166
740.5552128_223.836	1465779.504	1590726.267	2254105.563	1933783.009	1031209.401	1737557.156	2168594.573	1766370.036	1001101.08	2366879.129
741.5235857_165.8575	9101192.565	9270481.939	12401031.86	18719511.11	12134310.24	11700911.09	17520029.3	19879278.47	7908468.844	14945418.83
741.5284439_249.62	4747157.543	2955416.863	3703576.439	4374474.817	3603990.507	3720862.678	4936706.635	4533110.865	6425374.979	6664146.165
742.4759876_228.197	2221999.075	2708768.308	4519700.917	7751978.557	3898142.726	3326046.731	3514188.964	3526554.59	1264953.106	7645927.358
742.5317902_249.3415	1833682.121	2014568.76	1066239.859	1982359.204	1032292.739	1119193.268	2143606.211	1909089.651	2266892.646	2739677.078
742.536575_167.109	8968435.321	10242017.82	7652567.682	14947766.69	7816873.68	7863278.758	14652942.69	14384917.43	7111811.377	22004006.41
742.5338077_226.2935	2290853.467	2607269.329	4128801.949	4049062.845	1552853.09	7086215.285	2928271.093	2909394.572	1361701.127	4455204.976
742.5721529_220.775	3563916.352	6733939.597	3040079.404	5503155.909	2829928.568	2495898.961	4767450.964	2541722.538	786495.0382	5460849.62
743.4793962_228.16	793639.1976	1283589.173	1747658.965	3090068.508	1488654.702	1985327.264	1414843.231	1344363.466	450978.1963	3002414.774
743.4809638_130.34	2906644.717	3592198.758	4899145.576	4459621.389	4901140.933	3863690.28	1534385.665	2625893.568	513948.6615	2319460.648
743.5396042_167.064	4274797.269	5061925.544	3695838.521	6365741.174	3967355.894	3179613.408	7073517.976	6187867.603	3669966.742	10571158.62
743.5417268_225.34	3209582.247	3891267.428	4934135.356	5446947.422	4245324.848	11004115.51	3253830.892	5226768.955	1108181.773	5902847.569
743.5753831_220.663	1520828.851	2930408.631	1235006.187	2166568.385	1114757.882	962706.9223	1741704.308	725134.6257	181053.8866	2066260.437
744.0436677_225.311	2458435.493	2847081.188	4039954.348	4234812.583	3265900.528	9165292.348	2650124.442	4200422.92	382108.6162	4880549.317
744.4844014_129.855	1118698.83	1350565.277	1975239.699	1725206.675	1899844.959	1573228.976	542093.4469	1078563.605	80924.24446	953133.1688
744.4917396_228.8355	9226005.058	15966465.46	12656403.19	25549738.78	19071269.29	6091397.861	9168066.134	11049494.16	7953808.478	19928221.36
744.5512355_224.898	6755592.652	7387868.636	6187906.937	9580007.275	6072317.306	13739140.41	9979642.018	9994641.085	8272585.081	14355511.19
744.5519261_166.89	10852755.36	10212985.1	7557423.734	13323946.69	7090182.545	8434301.016	17519215.81	18577250.85	9771004.837	22537619.02
744.5876911_224.664	7803571.618	13291239.41	5894231.222	12205866.13	6352450.106	6996419.56	21858300.67	14714696.24	7808196.191	39001244.34
745.0511562_226.117	2154792.645	2037607.63	2189995.148	1553149.701	1723574.987	4130217.167	1428437.251	2054888.444	606234.4236	1592632.315
745.4950133_228.816	3995035.808	6837468.597	8052286.802	10767723.99	8021292.862	5501691.91	4053188.083	4624562.2	3373304.096	8420834.753
745.4985735_129.359	1613274.457	1669632.293	839895.3561	1331691.357	1445734.794	870249.5374	1049250.148	1544364.45	239509.9111	1845867.592
745.5551351_224.958	3362187.612	3265876.835	2640946.972	4108196.227	2484010.678	5863403.403	4490937.113	4386827.756	3711761.304	6278936.053
745.5550058_166.898	4971944.191	4467059.407	3467102.463	5626839.443	3215514.517	3642853.955	7962539.028	8681280.039	4468633.964	10501262.67
745.5911119_224.432	2294527.999	6126929.97	1880296.481	5691227.16	2822851.045	3006718.16	12284230.16	6839670.347	3473750.305	18580932
746.0369033_171.731	19650.43915	1327925.156	1628534.002	1332398.149	1985879.363	1963278.598	65421.23238	1140113.496	3041067.468	575727.9516
746.4985095_228.894	796705.8974	1258041.49	1060834.533	1885267.497	1383293.377	886947.7182	674194.1886	728212.8858	566843.5882	1459348.714
746.5083107_163.803	2240784.358	4721474.865	2961863.82	11227203.29	6044707.501	2996064.364	4268743.17	9819380.963	4671623.394	8287300.555
746.5672756_224.391	10392787.86	11752474.46	10924268.29	19227022.64	12517722.73	22984362.07	18102449.55	26103327.07	4308160.197	37342195.64
746.603893_225.089	6193194.137	8701897.984	3677185.68	7628389.501	4135194.06	5645656.406	20478815.66	14893683.25	11117857.61	30107996.59
