p.value	m.z	t.score
0.52252	202.0843077	0.77702
0.52276	534.352317	0.77617
0.52299	246.1846314	0.77503
0.52299	307.2820536	0.77467
0.52299	365.1347274	0.77459
0.52343	250.0440852	0.77335
0.52429	320.2549658	0.77114
0.52429	428.8899124	0.77074
0.52429	370.3302238	0.77056
0.52432	311.1461988	0.77012
0.5249	305.1299414	0.76863
0.52527	420.27805	0.76753
0.52561	487.971624	0.7665
0.52601	139.1225822	0.76536
0.52652	160.0961146	0.76399
0.5266	663.9604541	0.76309
0.5266	325.0354911	0.76308
0.52664	149.0736625	0.76253
0.52664	345.282143	0.76225
0.5272	134.0707397	0.76073
0.5272	488.346555	0.7599
0.5272	259.6570195	0.75935
0.5272	221.1895913	0.75931
0.5272	263.0308474	0.7593
0.52769	505.2982752	0.75797
0.52798	344.2783349	0.75704
0.52811	463.9910476	0.7564
0.52811	622.9430957	0.75605
0.52844	437.3451179	0.75503
0.52885	238.6060639	0.75375
0.52885	364.6973272	0.7535
0.52949	384.2587332	0.7519
0.52956	437.2863739	0.7514
0.53037	185.9592267	0.74855
0.53037	413.2507107	0.74852
0.53037	485.3955197	0.74807
0.53037	535.399322	0.74766
0.53037	346.9708246	0.74765
0.53037	301.2204373	0.74759
0.53066	134.0185245	0.74667
0.53084	505.1266455	0.74595
0.53229	247.2261941	0.74261
0.53229	484.9997654	0.74245
0.53321	406.1303809	0.74001
0.53321	227.0825738	0.73995
0.53326	187.9233911	0.73926
0.53326	565.4320678	0.73884
0.53326	149.9770962	0.73875
0.53479	192.159059	0.73548
0.53518	91.02711001	0.73437
0.53613	418.1425339	0.73201
0.53613	253.1791093	0.73183
0.5368	220.1549703	0.73021
0.53681	271.1248334	0.72935
0.53681	147.9832121	0.72914
0.53681	448.7572924	0.72887
0.53681	159.0760189	0.72869
0.53697	87.06297233	0.72802
0.53732	226.9506978	0.72699
0.53757	392.233208	0.72607
0.53757	153.5538045	0.72578
0.53761	294.6622595	0.72501
0.53761	145.0755199	0.72469
0.53761	186.1484636	0.72458
0.53826	201.1090699	0.72299
0.53855	197.5363056	0.72208
0.53856	471.3354781	0.72169
0.53901	537.3378216	0.72014
0.53901	318.7723743	0.7201
0.53912	604.0556298	0.71952
0.53991	405.2090139	0.71767
0.54017	111.9841381	0.71683
0.54038	183.0774814	0.71606
0.54045	411.0124704	0.715
0.54045	574.064633	0.71489
0.54045	471.3780124	0.71481
0.54147	225.0593265	0.71251
0.54147	390.1226344	0.71219
0.54195	281.0777901	0.71092
0.54253	261.8869201	0.70946
0.54291	289.1342871	0.708
0.54291	133.5201484	0.70791
0.54291	349.1618765	0.70765
0.54334	516.8176809	0.70618
0.54334	199.9877686	0.70611
0.54334	273.184335	0.70574
0.54541	158.1170095	0.70155
0.54569	348.8686872	0.70065
0.54602	287.0795633	0.69969
0.54619	127.1113023	0.699
0.54679	467.2979245	0.69753
0.54683	253.163035	0.69708
0.54753	210.1096671	0.69542
0.5481	252.0492798	0.69401
0.54817	572.3068564	0.6935
0.5482	306.151422	0.6931
0.54835	507.1617355	0.69245
0.5484	97.00454006	0.69199
0.54868	310.9123079	0.6911
0.54871	253.9959269	0.69068
0.54894	450.8732623	0.68985
0.54894	220.9080377	0.68936
0.54894	193.1435566	0.68915
0.54901	97.02804622	0.68838
0.54901	339.3443502	0.68816
0.54901	300.6327365	0.68765
0.54901	266.8826556	0.68758
0.54908	518.7408674	0.68678
0.54908	127.4857158	0.68671
0.54944	310.8750248	0.68569
0.55005	268.6493805	0.68401
0.55005	230.0469279	0.68383
0.55077	420.231954	0.68215
0.55269	88.03879092	0.67828
0.55284	94.04462478	0.67745
0.55284	207.122778	0.67722
0.55284	462.9053733	0.67663
0.55284	234.1849032	0.67655
0.55301	257.246516	0.67586
0.55301	284.96076	0.67546
0.55301	164.1064312	0.67495
0.55301	199.1324442	0.67477
0.55372	145.565189	0.67283
0.55372	225.2205014	0.67228
0.55372	293.3579275	0.67224
0.55372	406.8970575	0.67183
0.55372	120.0440623	0.67167
0.55436	200.9372069	0.67006
0.55436	280.0960553	0.66964
0.55436	292.0723731	0.66904
0.55436	429.2392866	0.66789
0.55436	387.7316096	0.66772
0.55436	87.0436837	0.66771
0.55436	324.2159824	0.66694
0.55436	318.1968167	0.66676
0.55436	394.8971948	0.66664
0.55436	261.9613383	0.66659
0.55436	344.2420678	0.66651
0.55483	349.8851683	0.6653
0.55527	451.3656393	0.66413
0.55561	270.9193559	0.66317
0.55577	332.2198379	0.6625
0.55594	317.1563687	0.66184
0.55605	158.1168621	0.66122
0.55605	156.9655074	0.66077
0.55605	425.326681	0.66007
0.55605	341.8991086	0.66005
0.55605	89.05935561	0.65983
0.55677	467.9398266	0.65818
0.5572	94.05213292	0.65704
0.55727	562.3961482	0.65656
0.55738	294.6053905	0.65585
0.55738	172.1692026	0.65564
0.5586	147.5664401	0.65291
0.5586	410.3460467	0.6527
0.55866	165.0905884	0.65224
0.56001	351.9893153	0.6491
0.56001	126.0782696	0.64884
0.56001	420.265392	0.64874
0.56028	306.8489941	0.64769
0.56028	189.050657	0.6472
0.56028	434.2376649	0.64717
0.56047	532.8247348	0.64646
0.56103	197.1168812	0.64511
0.56123	111.0912713	0.64417
0.56123	436.6892402	0.64306
0.56123	431.7558245	0.64301
0.56123	158.1536216	0.64277
0.56123	85.06447722	0.6422
0.56123	530.790426	0.64185
0.56123	544.8951514	0.64166
0.56123	241.2152317	0.64153
0.56123	347.2175441	0.64105
0.56123	129.0653156	0.64067
0.56123	289.1250981	0.64052
0.56123	470.7560396	0.64045
0.56128	333.9102446	0.63986
0.56128	163.0604878	0.63963
0.56128	164.1428969	0.63919
0.56128	121.5201377	0.63876
0.56128	343.2089338	0.63824
0.56128	480.3518673	0.63823
0.56227	481.0049185	0.6361
0.5623	182.0317035	0.63569
0.56274	309.2576238	0.63454
0.56435	112.0626389	0.6313
0.56542	250.0671449	0.62904
0.56637	294.0787976	0.627
0.56743	231.9714375	0.62442
0.56743	595.1627475	0.62441
0.56818	148.5619203	0.62249
0.56818	348.9214671	0.62237
0.5688	510.8543549	0.6207
0.5688	224.1709281	0.62055
0.56922	248.2084022	0.61947
0.56969	143.1062704	0.61828
0.56978	267.9778877	0.61743
0.56978	435.0114159	0.61733
0.56978	635.4537962	0.61706
0.56984	138.0169682	0.6166
0.57067	131.0270212	0.61426
0.57067	142.961332	0.61395
0.57067	410.2892705	0.61378
0.57067	287.8881107	0.61334
0.57067	223.9284783	0.61307
0.57067	279.6102592	0.61296
0.57067	349.3293062	0.61222
0.57067	397.200107	0.61182
0.57067	262.6168236	0.61179
0.57067	155.1286001	0.61112
0.57067	258.1696711	0.61101
0.57067	209.1529005	0.6109
0.57103	268.2266832	0.60991
0.57315	548.838184	0.60583
0.57362	288.2890427	0.60465
0.57406	200.9729816	0.60353
0.57437	307.2619128	0.60263
0.57541	337.0139872	0.60045
0.57545	316.2113792	0.60003
0.57566	450.70329	0.59931
0.57601	482.7034873	0.59834
0.57664	126.0766217	0.5969
0.57704	177.1632196	0.59586
0.57718	91.97961853	0.59526
0.57749	269.1892682	0.59437
0.57798	389.1113351	0.59298
0.57798	508.3765977	0.59281
0.57842	129.0524014	0.59157
0.57842	295.1161991	0.59108
0.57842	284.6651787	0.591
0.57849	298.6240284	0.58995
0.57849	191.0637975	0.58983
0.57849	161.1071082	0.58981
0.57912	570.2328568	0.58838
0.57943	287.2359284	0.58749
0.57946	170.0917844	0.58708
0.57953	210.1563409	0.58662
0.58058	394.9831984	0.58445
0.58392	410.7607059	0.578
0.58392	141.1016919	0.57732
0.58392	277.6113316	0.57686
0.58392	575.1054702	0.5768
0.58392	119.0852287	0.57658
0.58392	109.9783014	0.57658
0.58423	230.2470602	0.57569
0.58435	215.9927311	0.57514
0.58437	528.9515651	0.57476
0.5844	478.2544185	0.57436
0.58514	110.0597196	0.57273
0.58532	558.9449568	0.57208
0.58647	411.2137891	0.56892
0.58647	302.681677	0.56865
0.58647	108.0884981	0.56825
0.58647	300.0368378	0.56821
0.58647	88.96524922	0.56809
0.58647	344.2782761	0.56803
0.5869	113.0341961	0.56694
0.58715	424.0276288	0.56616
0.58724	328.0106977	0.56561
0.58724	100.0262772	0.56522
0.58724	123.0549424	0.56496
0.58743	288.8966506	0.5643
0.58743	365.2154739	0.56396
0.5884	99.06730373	0.56169
0.5884	103.0862477	0.5616
0.58844	410.2296133	0.5612
0.58937	503.2956675	0.55926
0.58951	101.9838704	0.55867
0.59085	105.5195115	0.55604
0.59114	300.9737655	0.55491
0.59114	283.1897135	0.55482
0.59114	442.2800111	0.55451
0.59145	115.1225866	0.55364
0.59316	175.1323227	0.55039
0.59331	441.9357879	0.54979
0.59477	88.52796853	0.54698
0.59564	481.3558854	0.54516
0.59667	175.9559368	0.54308
0.59725	270.6408779	0.54175
0.59725	354.0116632	0.54141
0.5973	511.3608182	0.54098
0.59782	209.9471448	0.53975
0.59782	484.7899698	0.53942
0.60001	525.3751901	0.53522
0.60001	318.198362	0.53506
0.60059	154.0966527	0.53374
0.60218	127.9663269	0.53074
0.60228	85.07557123	0.53023
0.60284	546.8323455	0.52895
0.60443	132.0213802	0.52595
0.60511	327.1943444	0.52448
0.60532	205.9613427	0.52379
0.60538	112.1116444	0.52335
0.60641	432.1594981	0.52115
0.60641	95.06804828	0.52095
0.60657	483.3412652	0.52034
0.60669	254.047211	0.5198
0.6075	199.0682278	0.51813
0.60759	540.8708611	0.51756
0.60759	274.1257373	0.51729
0.60796	145.9292766	0.51634
0.60826	545.8961931	0.51549
0.60991	126.0910053	0.51243
0.61273	340.27062	0.50745
0.61348	501.3515963	0.50588
0.61484	605.2916497	0.50325
0.61484	361.1808758	0.50297
0.61818	250.1337049	0.49718
0.6196	104.0014913	0.49454
0.6206	335.219351	0.49258
0.62314	409.9189781	0.48812
0.62477	285.0248449	0.48516
0.6252	129.109968	0.48412
0.6263	458.2332488	0.48202
0.62647	309.1628224	0.48141
0.6268	575.3139773	0.48026
0.6268	458.2258361	0.48003
0.6268	573.3117919	0.47985
0.62688	185.9417642	0.47939
0.63102	290.1419181	0.47239
0.63102	399.2621346	0.47209
0.6375	317.6590986	0.46149
0.63872	341.2657579	0.45922
0.64042	340.802498	0.45621
0.64061	376.8122044	0.45558
0.64131	394.992097	0.45415
0.64309	128.1065253	0.45102
0.64582	552.4020361	0.44642
0.64692	205.1581525	0.44438
0.64824	335.2191896	0.44198
0.64921	415.9460713	0.44015
0.64943	174.5135851	0.43946
0.65072	202.108291	0.43714
0.65347	471.3161463	0.43256
0.65598	238.129282	0.42836
0.65767	259.1244753	0.42545
0.65826	186.2210211	0.42421
0.66534	153.9820686	0.41313
0.66978	527.7996801	0.40611
0.67283	152.0160034	0.40116
0.67283	148.1110141	0.40087
0.67377	509.0182097	0.39913
0.67556	352.8243843	0.39612
0.68189	158.9273655	0.38643
0.68261	538.303943	0.38503
0.68469	445.3287241	0.38164
0.69225	299.2763563	0.37028
0.69245	221.9935044	0.36965
0.70002	313.6305637	0.35839
0.71923	113.107063	0.33088
0.72358	174.8955915	0.32449
0.73609	274.9535944	0.30695
